"","article.cond","gender.cond","participant.gender","image.cond","z.interest.all","z.lead.all","z.dd.id.all","z.dd.belonging.all","z.dd.threat.all","z.dd.challenge.all","z.selfeff.all","z.pj.fit.all","z.confidence.all","interest.all","lead.all","dd.id.all","dd.belonging.all","dd.threat.all","dd.challenge.all","selfeff.all","pj.fit.all","confidence.all","interest_2","interest_3","interest_5","interest_6","interest_7","interest_8","interest_10","interest_11","interest_13","interest_15","interest_16","interest_18","interest_1R","interest_4R","interest_9R","interest_12R","interest_14R","interest_17R","lead_1","lead_2","lead_3","lead_4","lead_5","lead_6","dd.important","dd.useful","dd.care","dd.school_11","dd.school_12","dd.school_13R","dd.school_14R","dd.school_1","dd.school_2","dd.school_3","dd.school_4","dd.school_5","dd.school_6","dd.school_7","dd.school_8","dd.school_9","dd.school_10","dd.graduate","dd.prof","selfeff_1","selfeff_3","selfeff_2R","selfeff_4R","pj.fit_1","pj.fit_2","pj.fit_3","pj.fit_4","pj.fit_5","confidence_1","confidence_2","confidence_3","gender.belief_1","gender.belief_2","gender.belief_3","interest.rep.items","selfeff.interest.rep.items","age","race.cat.collapse"
"101","genes","Female scientist","Men","Pictured",-0.952948117220525,0.779059896081781,-0.319938524187914,0.931139403021965,-0.747061743861469,0.409266928564724,0.417927741714266,0.375421046569826,0.324990244031655,5.33333333333333,7,6,6.25,4.4,5.8,5.5,6,6,6,6,6,6,6,1,7,6,1,3,4,6,6,6,7,7,6,6,7,7,7,7,7,7,6,6,6,6,6,6,7,5,5,5,4,3,6,6,6,5,6,4,7,5,5,6,6,6,6,5,6,7,6,6,6,8,8,8,4.1,5.73333333333333,19,"White"
"102","against","Male scientist","Men","Pictured",0.424215613472363,-0.111294270868825,0.497546982482345,0.739785984419286,-2.0901739397218,0.234978350620811,0.662568371010422,0.199736545668069,-0.246720342327697,6.33333333333333,6.16666666666667,6.66666666666667,6,2.6,5.6,5.75,5.8,5.33333333333333,7,7,7,7,7,6,6,7,6,4,6,6,7,6,6,7,6,6,7,7,6,5,6,6,7,6,7,6,6,6,6,4,3,2,2,2,6,6,5,6,5,7,7,7,5,6,5,6,6,6,6,5,4,6,6,8,8,8,4.85,5.93333333333333,19,"White"
"103","genes","Male scientist","Men","Pictured",0.577233805771573,0.779059896081781,0.906289735817475,1.31384624022732,0.148346386712087,1.10642124034038,1.15184962960273,0.72679004837334,0.896700830391007,6.44444444444444,7,7,6.75,5.6,6.6,6.25,6.4,6.66666666666667,6,7,6,6,6,7,7,6,6,4,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,6,6,7,3,6,7,6,7,7,6,6,5,6,6,7,6,6,7,7,6,6,6,7,7,6,7,8,4.75,6.13333333333333,18,"White"
"104","genes","Male scientist","Women","Pictured",-3.32473009785828,-2.60428593833052,-3.58988055086895,-1.36510162021018,0.44681576356994,-2.03077316265006,-0.805275404766514,-1.38142396244774,-1.67599680822608,3.61111111111111,3.83333333333333,3.33333333333333,3.25,6,3,4.25,4,3.66666666666667,5,3,4,2,5,7,6,4,3,4,3,1,3,4,5,3,2,1,3,2,5,5,4,4,3,5,2,2,4,3,4,6,6,6,6,6,3,3,3,3,3,2,2,5,4,3,5,4,3,3,5,5,4,3,4,7,7,7,4,3.33333333333333,18,"White"
"105","shell","Male scientist","Men","Pictured",0.0416701327243387,0.779059896081781,-0.319938524187914,0.548432565816607,-0.448592367003617,0.583555506508638,0.907209000306579,0.375421046569826,0.324990244031655,6.05555555555556,7,6,5.75,4.8,6,6,6,6,6,6,6,6,6,7,1,7,6,6,7,6,6,6,7,7,6,7,7,7,7,7,7,7,6,6,6,5,6,6,6,6,6,6,3,3,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,8,7,8,4.7,5.66666666666667,18,"Asian"
"106","genes","Female scientist","Men","Not pictured",0.271197421173154,0.0667765625212955,0.0888042291472151,0.357079147213928,-0.150122990145765,-0.636464539098755,-0.315994146174202,0.375421046569826,0.896700830391007,6.22222222222222,6.33333333333333,6.33333333333333,5.5,5.2,4.6,4.75,6,6.66666666666667,6,5,6,6,6,7,6,6,6,6,7,6,6,7,7,6,6,7,6,6,7,7,6,6,6,6,7,6,6,6,4,5,5,6,4,6,5,5,5,4,4,4,7,6,6,2,5,6,6,6,6,6,6,7,7,7,8,8,4.85,6,19,"White"
"107","genes","Male scientist","Men","Pictured",-1.33549359796855,-0.289365104258947,-2.36365229086356,0.357079147213928,0.596050451998866,-0.636464539098755,-1.04991603406267,-0.854370459742473,-1.10428622186672,5.05555555555556,6,4.33333333333333,5.5,6.2,4.6,4,4.6,4.33333333333333,5,5,5,5,5,7,6,6,4,4,5,5,4,5,6,5,4,5,6,6,6,6,6,6,4,5,4,6,6,5,5,7,7,7,4,6,5,4,5,5,4,2,6,4,4,3,5,5,5,5,4,4,5,4,4,8,8,8,4.55,4.66666666666667,19,"Asian"
"108","against","Male scientist","Women","Pictured",0.424215613472363,0.779059896081781,0.497546982482345,-0.0256276899914305,-0.150122990145765,0.0606897726768983,0.662568371010422,0.0240520447663115,-0.246720342327697,6.33333333333333,7,6.66666666666667,5,5.2,5.4,5.75,5.6,5.33333333333333,6,6,6,6,6,7,6,6,6,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,5,3,6,3,6,6,5,6,6,5,6,5,5,2,7,5,6,6,6,6,6,6,5,5,5,5,6,8,8,8,4.7,6.26666666666667,20,"All other races"
"109","against","Male scientist","Men","Not pictured",0.653742901921178,0.779059896081781,-0.319938524187914,1.50519965883,-1.34400049757717,0.409266928564724,1.15184962960273,0.375421046569826,0.324990244031655,6.5,7,6,7,3.6,5.8,6.25,6,6,7,7,7,7,7,7,6,6,6,5,5,7,7,7,6,7,6,7,7,7,7,7,7,7,6,6,6,7,7,7,7,6,5,3,2,2,6,5,6,6,6,5,7,6,6,6,7,6,6,6,6,6,6,6,6,7,7,8,4.85,5.86666666666667,20,"Asian"
"110","genes","Female scientist","Men","Pictured",0.577233805771573,0.779059896081781,0.0888042291472151,0.165725728611249,1.19298920571457,0.0606897726768983,-0.560634775470358,0.375421046569826,-0.246720342327697,6.44444444444444,7,6.33333333333333,5.25,7,5.4,4.5,6,5.33333333333333,6,7,7,7,6,7,7,5,6,4,7,7,7,7,6,6,7,7,7,7,7,7,7,7,6,7,6,4,6,6,5,7,7,7,7,7,6,6,6,5,4,7,7,4,6,4,4,6,6,6,6,6,5,6,5,7,8,8,4.85,6.2,19,"White"
"111","shell","Female scientist","Men","Pictured",-1.64152998256697,0.422918229301539,0.0888042291472151,0.357079147213928,1.19298920571457,-1.85648458470615,-1.29455666335883,-1.03005496064423,-1.3901415150464,4.83333333333333,6.66666666666667,6.33333333333333,5.5,7,3.2,3.75,4.4,4,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,6,6,7,7,7,7,6,7,6,5,6,5,6,7,7,7,7,7,5,3,4,2,2,4,7,4,4,3,4,4,4,4,6,4,4,4,4,8,8,8,4.25,5,19,"White"
"112","shell","Female scientist","Men","Not pictured",0.347706517322758,-0.111294270868825,0.497546982482345,0.357079147213928,-0.150122990145765,0.583555506508638,0.662568371010422,0.551105547471583,0.324990244031655,6.27777777777778,6.16666666666667,6.66666666666667,5.5,5.2,6,5.75,6.2,6,6,7,6,7,7,7,7,7,6,5,6,7,7,7,7,7,6,1,6,6,7,6,6,6,6,7,7,5,6,5,6,6,5,5,5,5,6,6,6,6,6,7,6,5,7,5,6,6,6,6,6,7,6,6,6,7,8,8,4.95,5.6,18,"White"
"113","genes","Male scientist","Men","Not pictured",-0.41738444417329,0.600989062691659,-0.319938524187914,0.931139403021965,0.894519828856718,0.932132662396465,0.662568371010422,0.375421046569826,0.896700830391007,5.72222222222222,6.83333333333333,6,6.25,6.6,6.4,5.75,6,6.66666666666667,6,6,5,6,3,7,5,6,5,6,6,6,6,6,6,6,6,6,7,7,7,7,7,6,5,7,6,6,6,6,7,7,7,7,6,6,6,6,7,7,6,1,7,6,6,6,5,6,6,6,6,6,6,7,7,8,8,8,4.55,5.53333333333333,18,"White"
"114","genes","Female scientist","Men","Pictured",0.806761094220387,0.779059896081781,0.906289735817475,0.165725728611249,-0.448592367003617,1.4549983962282,1.64113088819505,1.25384355107861,1.18255612357068,6.61111111111111,7,7,5.25,4.8,7,6.75,7,7,7,1,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,3,7,6,6,2,3,7,7,7,7,7,6,7,7,7,6,7,7,7,7,7,7,7,7,7,6,8,8,5.25,6.6,21,"All other races"
"115","against","Male scientist","Men","Not pictured",1.18930657496841,0.779059896081781,0.906289735817475,1.50519965883,-0.448592367003617,1.4549983962282,1.15184962960273,1.25384355107861,1.18255612357068,6.88888888888889,7,7,7,4.8,7,6.25,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,5,3,5,7,7,7,7,7,4,7,7,6,6,6,7,7,7,7,7,7,7,7,6,4,8,5.1,6.6,19,"Asian"
"116","shell","Female scientist","Women","Not pictured",-0.876439021070919,-0.467435937649068,-1.13742403085817,0.357079147213928,0.44681576356994,-2.03077316265006,-0.315994146174202,-1.38142396244774,-2.24770739458543,5.38888888888889,5.83333333333333,5.33333333333333,5.5,6,3,4.75,4,3,5,6,5,5,5,6,6,6,5,6,6,5,4,5,5,5,6,6,6,6,6,6,6,5,5,7,4,5,5,6,6,6,6,6,6,6,3,3,3,3,3,5,7,3,5,6,5,4,4,4,4,4,3,3,3,3,7,7,4.7,5.6,21,"Asian"
"117","shell","Female scientist","Women","Pictured",0.0416701327243387,0.600989062691659,0.906289735817475,1.12249282162464,1.19298920571457,0.234978350620811,0.417927741714266,0.551105547471583,0.0391349508519797,6.05555555555556,6.83333333333333,7,6.5,7,5.6,5.5,6.2,5.66666666666667,6,6,6,6,5,7,6,6,6,6,6,6,6,6,7,6,6,6,6,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,6,5,6,6,5,3,6,6,6,4,6,6,7,7,5,6,7,4,6,8,8,8,4.8,5.6,20,"Asian"
"118","genes","Female scientist","Women","Not pictured",-0.340875348023686,-1.17971927120955,-1.13742403085817,-0.21698110859411,0.745285140427792,-2.37935031853789,-0.560634775470358,-1.20573946154599,-2.24770739458543,5.77777777777778,5.16666666666667,5.33333333333333,4.75,6.4,2.6,4.5,4.2,3,5,6,6,6,6,6,6,6,5,6,5,6,6,6,6,6,5,6,5,5,5,6,5,5,5,5,6,5,5,3,6,7,7,7,4,7,3,2,2,3,3,3,3,5,6,3,4,5,5,5,3,3,3,3,3,7,8,8,4.7,5.66666666666667,20,"Asian"
"119","genes","Male scientist","Men","Pictured",-0.340875348023686,0.779059896081781,-0.319938524187914,-0.791041364402147,0.297581075141013,1.28070981828429,0.417927741714266,0.72679004837334,0.324990244031655,5.77777777777778,7,6,4,5.8,6.8,5.5,6.4,6,6,6,6,6,6,7,6,6,6,4,6,6,2,6,6,6,7,6,7,7,7,7,7,7,6,6,6,4,6,1,5,6,6,7,4,6,7,7,7,6,7,4,7,6,6,4,6,7,7,6,6,6,6,6,6,8,8,8,4.95,5.46666666666667,23,"White"
"120","against","Female scientist","Men","Pictured",1.26581567111802,0.779059896081781,0.906289735817475,-0.0256276899914305,-0.000888301716838511,1.28070981828429,1.39649025889889,0.72679004837334,0.610845537211331,6.94444444444444,7,7,5,5.4,6.8,6.5,6.4,6.33333333333333,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,3,5,7,5,6,4,5,7,7,7,7,6,7,7,7,6,6,7,6,6,6,7,7,7,6,6,4,7,8,5.15,6.53333333333333,18,"White"
"121","shell","Female scientist","Women","Not pictured",0.194688325023549,-0.289365104258947,0.0888042291472151,0.739785984419286,-0.150122990145765,0.409266928564724,0.417927741714266,0.199736545668069,0.0391349508519797,6.16666666666667,6,6.33333333333333,6,5.2,5.8,5.5,5.8,5.66666666666667,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,7,6,6,7,6,6,7,5,5,6,7,6,6,6,6,6,7,5,7,2,5,6,6,6,6,5,2,6,4,6,6,6,6,6,6,5,6,6,6,5,7,4,7,4.7,5.93333333333333,20,"Asian"
"122","shell","Male scientist","Men","Not pictured",-0.111348059574871,-0.289365104258947,-0.319938524187914,-0.21698110859411,0.745285140427792,0.409266928564724,0.662568371010422,-0.327316957037202,-0.532575635507372,5.94444444444444,6,6,4.75,6.4,5.8,5.75,5.2,5,6,6,6,6,6,7,6,6,5,6,6,5,6,6,6,6,6,6,7,6,6,7,5,5,6,6,6,6,5,3,5,7,6,6,6,7,6,6,6,6,5,5,6,5,6,6,6,5,5,5,6,5,5,5,5,7,8,8,4.75,5.73333333333333,18,"White"
"123","against","Female scientist","Men","Pictured",1.18930657496841,-0.289365104258947,0.497546982482345,0.548432565816607,-2.53787800500858,1.4549983962282,-0.560634775470358,1.07815905017685,1.18255612357068,6.88888888888889,6,6.66666666666667,5.75,2,7,4.5,6.8,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,6,7,6,6,6,6,5,7,7,6,7,5,6,6,6,5,2,1,1,1,7,7,7,7,7,2,3,5,6,2,5,7,7,7,7,6,7,7,7,8,8,8,5.15,6.6,22,"White"
"124","against","Female scientist","Women","Pictured",-0.952948117220525,-0.289365104258947,-1.13742403085817,-1.17374820160751,-0.150122990145765,-0.287887383210928,-0.560634775470358,-0.503001457938959,-1.3901415150464,5.33333333333333,6,5.33333333333333,3.5,5.2,5,4.5,5,4,5,5,5,5,6,7,6,6,5,4,5,6,5,5,5,5,6,5,6,6,6,6,6,6,6,6,4,4,4,3,3,6,5,5,5,5,5,5,5,5,5,2,6,3,5,5,5,5,5,5,5,5,4,4,4,4,7,7,4.65,5.2,21,"White"
"125","genes","Male scientist","Men","Pictured",-0.41738444417329,0.779059896081781,0.0888042291472151,1.12249282162464,-1.79170456286395,0.932132662396465,1.39649025889889,-0.327316957037202,0.324990244031655,5.72222222222222,7,6.33333333333333,6.5,3,6.4,6.5,5.2,6,7,6,6,6,6,6,6,6,6,4,5,6,1,6,6,6,7,7,7,7,7,7,7,7,6,7,6,6,6,7,7,6,3,2,2,2,7,7,6,6,6,1,7,5,7,7,7,6,6,5,4,5,6,5,7,7,8,8,4.9,5.73333333333333,21,"White"
"126","shell","Female scientist","Women","Pictured",0.806761094220387,0.779059896081781,0.906289735817475,0.548432565816607,0.596050451998866,1.10642124034038,0.662568371010422,0.375421046569826,0.324990244031655,6.61111111111111,7,7,5.75,6.2,6.6,5.75,6,6,7,6,6,6,6,7,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,5,7,7,7,3,7,6,7,7,7,6,5,7,5,7,6,5,6,6,6,6,6,6,6,6,7,8,8,4.9,6.2,20,"Asian"
"127","shell","Female scientist","Women","Pictured",0.271197421173154,0.0667765625212955,-0.319938524187914,1.50519965883,-0.448592367003617,0.409266928564724,0.17328711241811,0.0240520447663115,0.896700830391007,6.22222222222222,6.33333333333333,6,7,4.8,5.8,5.25,5.6,6.66666666666667,6,6,6,6,6,7,6,6,6,6,6,6,6,6,7,7,6,7,6,6,7,7,6,6,6,6,6,7,7,7,7,7,6,5,3,3,6,6,5,6,6,2,5,5,5,5,6,6,6,6,5,5,7,6,7,7,8,8,4.85,5.73333333333333,19,"Asian"
"128","genes","Male scientist","Women","Not pictured",-0.340875348023686,0.779059896081781,0.497546982482345,0.931139403021965,-2.0901739397218,1.4549983962282,0.662568371010422,1.25384355107861,1.18255612357068,5.77777777777778,7,6.66666666666667,6.25,2.6,7,5.75,7,7,5,6,5,6,6,7,7,5,6,1,6,7,6,6,7,4,7,7,7,7,7,7,7,7,6,7,7,5,6,7,7,5,2,2,2,2,7,7,7,7,7,4,7,5,5,7,6,7,7,7,7,7,7,7,7,8,8,8,4.6,5.46666666666667,19,"White"
"129","shell","Male scientist","Men","Pictured",0.424215613472363,-0.111294270868825,0.497546982482345,-0.21698110859411,-1.04553112071932,-0.985041694986581,-0.0713535168780458,0.199736545668069,0.0391349508519797,6.33333333333333,6.16666666666667,6.66666666666667,4.75,4,4.2,5,5.8,5.66666666666667,6,6,6,6,6,7,6,6,6,5,6,6,7,7,7,7,7,7,6,6,6,6,7,6,7,6,7,5,5,5,4,3,5,5,3,4,3,5,5,5,3,6,6,5,5,5,5,6,6,6,5,6,5,6,6,7,7,7,4.7,5.8,19,"White"
"130","shell","Female scientist","Women","Pictured",1.34232476726762,0.779059896081781,0.497546982482345,1.50519965883,-2.38864331657966,-0.287887383210928,1.15184962960273,0.375421046569826,0.610845537211331,7,7,6.66666666666667,7,2.2,5,6.25,6,6.33333333333333,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,3,2,2,2,2,1,6,6,6,6,3,5,5,7,6,7,6,6,6,6,6,6,6,7,8,8,8,5.2,6.53333333333333,18,"All other races"
"131","genes","Male scientist","Men","Pictured",1.0362883826692,0.779059896081781,0.906289735817475,-2.1305152946209,-0.448592367003617,0.234978350620811,1.15184962960273,0.551105547471583,0.324990244031655,6.77777777777778,7,7,2.25,4.8,5.6,6.25,6.2,6,6,6,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,3,2,2,7,6,7,2,2,5,5,6,6,6,5,7,6,6,7,6,6,6,5,7,7,7,6,5,7,7,8,5.1,6.53333333333333,22,"All other races"
"132","genes","Male scientist","Women","Pictured",0.883270190369993,0.779059896081781,0.906289735817475,1.50519965883,-0.299357678574691,1.4549983962282,-1.04991603406267,1.25384355107861,1.18255612357068,6.66666666666667,7,7,7,5,7,4,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,3,5,7,7,7,7,7,7,6,7,7,1,1,7,7,7,7,7,7,7,7,8,8,8,4.9,7,18,"Asian"
"133","against","Female scientist","Men","Pictured",0.347706517322758,-0.467435937649068,0.497546982482345,-0.982394783004826,0.596050451998866,-0.287887383210928,-0.0713535168780458,-0.151632456135445,-0.532575635507372,6.27777777777778,5.83333333333333,6.66666666666667,3.75,6.2,5,5,5.4,5,7,6,7,7,6,1,6,6,6,6,7,6,7,7,7,7,7,7,6,6,6,5,6,6,6,7,7,5,5,2,3,7,6,7,5,6,6,5,5,5,4,4,7,6,1,7,6,5,5,5,6,6,5,5,5,8,8,6,4.6,5.26666666666667,18,"Black/African American"
"134","against","Female scientist","Men","Pictured",0.653742901921178,0.0667765625212955,-0.319938524187914,0.739785984419286,-0.448592367003617,0.409266928564724,-0.315994146174202,0.375421046569826,0.610845537211331,6.5,6.33333333333333,6,6,4.8,5.8,4.75,6,6.33333333333333,7,6,6,6,6,6,7,6,7,6,6,7,7,7,6,7,7,7,7,6,6,6,7,6,6,6,6,6,6,6,6,6,5,5,3,5,6,6,7,5,5,1,7,5,6,3,5,6,7,6,5,6,7,6,6,7,7,8,4.85,6.26666666666667,21,"Asian"
"135","shell","Female scientist","Men","Not pictured",-0.187857155724475,0.0667765625212955,-0.728681277523043,-0.599687945799468,-0.299357678574691,0.583555506508638,-0.315994146174202,0.199736545668069,0.0391349508519797,5.88888888888889,6.33333333333333,5.66666666666667,4.25,5,6,4.75,5.8,5.66666666666667,6,6,6,5,5,7,6,5,6,6,6,6,6,6,6,6,6,6,7,6,7,6,6,6,6,6,5,3,5,4,5,5,5,5,5,5,6,6,6,6,6,5,7,5,6,3,5,6,6,6,5,6,6,5,6,7,7,8,4.7,5.73333333333333,21,"Asian"
"136","genes","Male scientist","Women","Not pictured",1.34232476726762,0.779059896081781,0.906289735817475,0.739785984419286,1.19298920571457,0.0606897726768983,1.15184962960273,0.199736545668069,-0.246720342327697,7,7,7,6,7,5.4,6.25,5.8,5.33333333333333,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,6,5,5,6,5,5,7,6,7,6,6,6,6,6,5,6,6,5,5,7,6,8,5.2,6.66666666666667,21,"Asian"
"137","genes","Male scientist","Women","Not pictured",-0.952948117220525,0.244847395911417,-0.319938524187914,-0.0256276899914305,0.596050451998866,-0.810753117042668,-1.04991603406267,-1.38142396244774,-1.67599680822608,5.33333333333333,6.5,6,5,6.2,4.4,4,4,3.66666666666667,3,5,5,5,6,7,6,6,5,4,5,5,5,5,7,5,6,6,6,6,6,7,7,7,6,6,6,6,5,4,5,6,6,7,6,6,4,5,5,4,4,2,6,3,5,4,4,4,4,4,4,4,3,3,5,8,8,8,4.6,5.13333333333333,20,"Asian"
"138","shell","Male scientist","Men","Pictured",0.883270190369993,0.422918229301539,0.497546982482345,-1.17374820160751,0.44681576356994,-0.985041694986581,-0.560634775470358,0.902474549275096,0.0391349508519797,6.66666666666667,6.66666666666667,6.66666666666667,3.5,6,4.2,4.5,6.6,5.66666666666667,7,7,7,7,6,6,6,6,7,6,7,7,7,7,6,7,7,7,7,7,7,7,6,6,7,6,7,3,3,2,6,6,6,6,5,7,5,4,5,4,3,2,7,5,5,2,6,7,7,7,6,6,6,5,6,3,7,8,4.95,6.06666666666667,20,"Black/African American"
"139","against","Male scientist","Men","Not pictured",-0.264366251874081,0.244847395911417,0.497546982482345,0.739785984419286,1.04375451728564,-0.113598805267015,0.17328711241811,-0.503001457938959,0.0391349508519797,5.83333333333333,6.5,6.66666666666667,6,6.8,5.2,5.25,5,5.66666666666667,6,6,6,6,6,7,6,4,6,4,6,6,6,6,6,6,6,6,7,7,7,6,6,6,6,7,7,6,6,6,6,7,7,7,6,7,5,6,6,6,3,6,7,5,5,6,5,5,5,5,5,5,5,6,6,8,8,8,4.65,5.6,19,"White"
"140","genes","Female scientist","Men","Pictured",-0.187857155724475,-0.289365104258947,0.906289735817475,0.739785984419286,-1.04553112071932,0.583555506508638,1.15184962960273,0.375421046569826,0.324990244031655,5.88888888888889,6,7,6,4,6,6.25,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,6,6,6,6,6,5,5,2,2,6,6,6,6,6,5,7,6,7,6,6,6,6,6,6,6,6,6,6,7,7,7,4.7,5.6,19,"Asian"
"141","shell","Female scientist","Men","Pictured",-0.0348389634252659,-0.289365104258947,-0.319938524187914,-0.791041364402147,0.148346386712087,-0.287887383210928,-0.560634775470358,-0.503001457938959,-0.246720342327697,6,6,6,4,5.6,5,4.5,5,5.33333333333333,6,6,6,6,6,7,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,6,6,5,5,6,5,5,5,5,5,2,7,5,5,4,4,5,5,5,5,5,6,5,5,8,8,8,4.8,5.8,26,"Asian"
"142","genes","Female scientist","Men","Not pictured",-0.111348059574871,0.0667765625212955,-0.728681277523043,-0.599687945799468,0.596050451998866,-0.985041694986581,-1.29455666335883,-1.90847746515301,-0.818430928687048,5.94444444444444,6.33333333333333,5.66666666666667,4.25,6.2,4.2,3.75,3.4,4.66666666666667,5,6,5,6,7,6,7,7,5,4,7,5,6,6,7,6,6,6,7,6,6,7,6,6,6,6,5,5,4,3,5,6,6,7,6,6,4,5,4,5,3,2,6,3,4,3,5,3,3,3,4,4,5,4,5,8,8,8,4.75,5.53333333333333,19,"White"
"143","genes","Female scientist","Men","Not pictured",0.118179228873943,0.779059896081781,0.0888042291472151,-1.55645503881286,-0.299357678574691,0.583555506508638,1.39649025889889,0.375421046569826,0.324990244031655,6.11111111111111,7,6.33333333333333,3,5,6,6.5,6,6,6,5,6,6,6,7,7,7,6,5,6,6,6,6,5,6,7,7,7,7,7,7,7,7,6,7,6,2,4,3,3,7,5,4,5,4,6,7,6,6,5,1,6,6,7,6,7,6,6,6,6,6,6,6,6,8,4,8,4.9,5.66666666666667,18,"Black/African American"
"144","genes","Female scientist","Women","Not pictured",-0.0348389634252659,-4.56306510562186,0.497546982482345,-2.51322213182626,1.19298920571457,-3.59937036414528,1.15184962960273,0.375421046569826,0.324990244031655,6,2,6.66666666666667,1.75,7,1.2,6.25,6,6,7,7,6,6,6,7,7,7,7,6,6,6,6,7,7,7,2,1,6,2,1,1,1,1,7,6,7,2,1,2,2,7,7,7,7,7,1,2,1,1,1,1,1,6,6,7,6,7,7,7,6,3,6,6,6,8,8,8,4.95,5.13333333333333,21,"Asian"
"145","shell","Female scientist","Men","Pictured",-2.78916642481104,-1.00164843781943,-1.95490953752843,-1.17374820160751,-0.747061743861469,-1.33361885087441,-3.00704106843192,-2.61121546876004,-0.818430928687048,4,5.33333333333333,4.66666666666667,3.5,4.4,3.8,2,2.6,4.66666666666667,3,6,3,3,3,6,6,5,5,5,5,4,3,3,6,2,3,1,6,5,5,6,5,5,5,6,3,4,3,2,5,6,5,3,5,3,5,1,5,5,3,1,6,3,2,1,2,3,3,3,2,2,7,2,5,8,8,8,4.35,4.13333333333333,21,"White"
"146","shell","Male scientist","Men","Pictured",0.0416701327243387,0.422918229301539,0.0888042291472151,-1.17374820160751,1.19298920571457,-0.287887383210928,-1.04991603406267,0.375421046569826,-0.532575635507372,6.05555555555556,6.66666666666667,6.33333333333333,3.5,7,5,4,6,5,6,6,6,6,6,7,7,6,5,5,6,6,6,6,7,6,6,6,6,6,7,7,7,7,6,7,6,2,4,3,5,7,7,7,7,7,5,5,5,5,5,5,7,5,5,2,4,6,6,6,6,6,4,5,6,7,8,8,4.8,5.2,20,"Asian"
"147","against","Female scientist","Men","Not pictured",-0.570402636472501,0.600989062691659,-0.728681277523043,0.548432565816607,0.44681576356994,0.234978350620811,-0.315994146174202,-0.151632456135445,-0.246720342327697,5.61111111111111,6.83333333333333,5.66666666666667,5.75,6,5.6,4.75,5.4,5.33333333333333,6,6,6,6,5,6,7,5,5,4,6,5,6,6,5,5,6,6,7,7,7,7,7,6,5,7,5,6,5,6,6,6,6,6,6,6,5,6,6,6,5,6,6,5,4,5,5,5,5,5,6,6,6,5,5,6,8,8,4.55,5.4,20,"White"
"148","genes","Female scientist","Women","Pictured",-0.340875348023686,-0.289365104258947,-0.319938524187914,-0.0256276899914305,1.19298920571457,-0.985041694986581,-0.805275404766514,-0.503001457938959,-0.532575635507372,5.77777777777778,6,6,5,7,4.2,4.25,5,5,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,7,7,7,7,7,5,4,4,4,4,6,7,5,5,3,4,5,5,5,5,5,5,5,5,8,8,8,4.8,5.86666666666667,20,"Asian"
"149","genes","Female scientist","Men","Not pictured",0.577233805771573,0.779059896081781,0.906289735817475,0.739785984419286,1.19298920571457,0.932132662396465,-1.29455666335883,1.07815905017685,1.18255612357068,6.44444444444444,7,7,6,7,6.4,3.75,6.8,7,7,7,7,7,6,7,7,7,6,4,4,7,7,7,6,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,4,7,7,7,7,7,5,7,7,6,7,7,7,3,7,4,1,7,7,7,6,7,7,7,7,8,8,8,4.8,6.8,18,"All other races"
"150","against","Female scientist","Men","Pictured",0.271197421173154,0.600989062691659,0.0888042291472151,-1.36510162021018,0.44681576356994,0.234978350620811,0.662568371010422,0.375421046569826,0.324990244031655,6.22222222222222,6.83333333333333,6.33333333333333,3.25,6,5.6,5.75,6,6,6,7,6,7,6,6,6,6,6,6,6,6,6,7,6,6,7,6,6,7,7,7,7,7,6,7,6,4,3,2,4,7,6,7,4,6,5,6,6,6,5,5,7,5,6,6,6,6,6,6,6,6,6,6,6,8,8,8,4.8,6.06666666666667,19,"Asian"
